episode,steps,return
1137,16,-4
1138,10,2
1139,20,1
1140,14,7
1141,12,-9
1142,14,7
1143,20,-17
1144,24,-30
1145,22,-10
1146,27,-15
1147,37,-43
1148,14,7
1149,48,-72
1150,41,-47
1151,22,-10
1152,19,-25
1153,14,-11
1154,13,8
1155,41,-38
1156,21,-27
1157,21,-9
1158,10,11
1159,15,-12
1160,10,2
1161,14,-2
1162,11,10
1163,26,-14
1164,14,7
1165,9,-6
1166,19,-25
1167,20,-8
1168,33,-57
1169,11,-8
1170,13,8
1171,58,-73
1172,26,-5
1173,27,-24
1174,12,9
1175,20,-26
1176,19,-16
1177,13,8
1178,13,8
1179,41,-56
1180,22,-28
1181,11,10
1182,17,-5
1183,18,-15
1184,22,-1
1185,27,-24
1186,23,-11
1187,35,-32
1188,24,-12
1189,14,7
1190,24,-30
1191,18,-15
1192,24,-48
1193,18,-15
1194,8,4
1195,11,1
1196,25,-22
1197,45,-33
1198,40,-55
1199,16,-13
1200,18,-24
1201,17,-14
1202,34,-31
1203,36,-42
1204,8,13
1205,26,-5
1206,31,-46
1207,12,0
1208,17,-14
1209,20,1
1210,38,-71
1211,18,-15
1212,31,-46
1213,10,11
1214,16,5
1215,16,5
1216,21,-18
1217,9,12
1218,47,-125
1219,19,-25
1220,91,-124
1221,13,8
1222,17,-23
1223,14,-2
1224,19,2
1225,56,-116
1226,47,-80
1227,16,5
1228,10,11
1229,33,-12
1230,23,-11
1231,52,-112
1232,17,-5
1233,15,6
1234,11,-8
1235,10,2
1236,31,-46
1237,27,-33
1238,15,-3
1239,55,-79
1240,12,0
1241,24,-48
1242,72,-123
1243,31,-28
1244,24,-21
1245,46,-79
1246,14,-11
1247,30,-36
1248,26,-32
1249,31,-19
1250,21,-18
1251,17,-23
1252,8,13
1253,26,-23
1254,21,-18
1255,21,-9
1256,15,6
1257,18,-15
1258,28,-34
1259,37,-52
1260,22,-55
1261,15,-12
1262,23,-20
1263,11,1
1264,20,1
1265,34,-22
1266,32,-65
1267,36,-42
1268,11,10
1269,14,7
1270,27,-42
1271,14,7
1272,22,-28
1273,39,-45
1274,17,-14
1275,57,-117
1276,21,-27
1277,21,-9
1278,13,8
1279,30,-54
1280,18,-15
1281,30,-36
1282,14,-20
1283,8,13
1284,13,8
1285,58,-118
1286,8,13
1287,14,-2
1288,11,10
1289,20,-8
1290,123,-246
1291,14,-20
1292,29,-17
1293,13,8
1294,20,-44
1295,28,-25
1296,43,-49
1297,35,-23
1298,34,-40
1299,22,-10
1300,16,-40
1301,30,-18
1302,27,-24
1303,27,-33
1304,17,-14
1305,15,6
1306,38,-44
1307,13,8
1308,18,-15
1309,15,-3
1310,30,-9
1311,15,-3
1312,22,-46
1313,37,-70
1314,17,-5
1315,41,-56
1316,26,-32
1317,12,9
1318,16,-4
1319,20,1
1320,42,-48
1321,16,5
1322,18,-24
1323,8,4
1324,23,-11
1325,10,11
1326,20,-8
1327,26,-23
1328,14,-11
1329,15,-12
1330,36,-60
1331,9,3
1332,32,-47
1333,14,-2
1334,12,9
1335,14,-2
1336,22,-19
1337,16,5
1338,30,-63
1339,21,-9
1340,19,2
1341,21,-36
1342,13,8
1343,17,4
1344,17,-5
1345,68,-110
1346,29,-8
1347,24,-12
1348,23,-20
1349,50,-74
1350,13,8
1351,32,-20
1352,16,5
1353,27,-33
1354,18,3
1355,36,-42
1356,30,-36
1357,22,-37
1358,17,-5
1359,18,-24
1360,30,-27
1361,26,-32
1362,41,-74
1363,25,-13
1364,17,-14
1365,11,10
1366,24,-3
1367,40,-46
1368,14,-2
1369,47,-62
1370,16,-4
1371,38,-35
1372,16,-4
